,class_id,sale_date,sale_quantity
992,281792,2015-07-01,176
993,281792,2015-08-01,334
994,281792,2015-09-01,304
995,281792,2015-10-01,314
996,281792,2015-11-01,324
997,281792,2015-12-01,490
998,281792,2016-01-01,333
999,281792,2016-02-01,167
1000,281792,2016-03-01,402
1001,281792,2016-04-01,461
1002,281792,2016-05-01,392
1003,281792,2016-06-01,304
1004,281792,2016-07-01,294
1005,281792,2016-08-01,392
1006,281792,2016-09-01,461
1007,281792,2016-10-01,333
1008,281792,2016-11-01,431
1009,281792,2016-12-01,539
1010,281792,2017-01-01,167
1011,281792,2017-02-01,343
1012,281792,2017-03-01,362
1013,281792,2017-04-01,382
1014,281792,2017-05-01,393
1015,281792,2017-06-01,246
1016,281792,2017-07-01,295
1017,281792,2017-08-01,373
1018,281792,2017-09-01,363
1019,281792,2017-10-01,481
1020,289386,2014-06-01,89
1021,289386,2014-07-01,157
1022,289386,2014-08-01,148
1023,289386,2014-09-01,236
1024,289386,2014-10-01,138
1025,289386,2014-11-01,235
1026,289386,2014-12-01,187
1027,289386,2015-01-01,441
1028,289386,2015-02-01,333
1029,289386,2015-03-01,255
1030,289386,2015-04-01,323
1031,289386,2015-05-01,295
1032,289386,2015-06-01,295
1033,289386,2015-07-01,333
1034,289386,2015-08-01,373
1035,289386,2015-09-01,295
1036,289386,2015-10-01,393
1037,289386,2015-11-01,529
1038,289386,2015-12-01,539
1039,289386,2016-01-01,411
1040,289386,2016-02-01,343
1041,289386,2016-03-01,480
1042,289386,2016-04-01,677
1043,289386,2016-05-01,413
1044,289386,2016-06-01,392
1045,289386,2016-07-01,354
1046,289386,2016-08-01,304
1047,289386,2016-09-01,471
1048,289386,2016-10-01,255
1049,289386,2016-11-01,373
1050,289386,2016-12-01,667
1051,289386,2017-01-01,324
1052,289386,2017-02-01,197
1053,289386,2017-03-01,324
1054,289386,2017-04-01,305
1055,289386,2017-05-01,490
1056,289386,2017-06-01,314
1057,289386,2017-07-01,334
1058,289386,2017-08-01,284
1059,289386,2017-09-01,305
1060,289386,2017-10-01,441
1061,289403,2016-05-01,9
1062,289403,2016-06-01,9
1063,289403,2016-07-01,18
1064,289403,2016-08-01,120
1065,289403,2016-09-01,222
1066,289403,2016-10-01,298
1067,289403,2016-11-01,204
1068,289403,2016-12-01,171
1069,289403,2017-01-01,400
1070,289403,2017-02-01,231
1071,289403,2017-03-01,359
1072,289403,2017-04-01,213
1073,289403,2017-05-01,222
1074,289403,2017-06-01,179
1075,289403,2017-07-01,375
1076,289403,2017-08-01,264
1077,289403,2017-09-01,299
1078,289403,2017-10-01,272
1079,290854,2012-01-01,632
1080,290854,2012-02-01,276
1081,290854,2012-03-01,260
1082,290854,2012-04-01,330
1083,290854,2012-05-01,375
1084,290854,2012-06-01,392
1085,290854,2012-07-01,500
1086,290854,2012-08-01,320
1087,290854,2012-09-01,250
1088,290854,2012-10-01,223
1089,290854,2012-11-01,134
1090,290854,2012-12-01,213
1091,290854,2013-01-01,676
1092,290854,2013-02-01,178
1093,290854,2013-03-01,303
1094,290854,2013-04-01,223
1095,290854,2013-05-01,436
1096,290854,2013-06-01,268
1097,290854,2013-07-01,357
1098,290854,2013-08-01,365
1099,290854,2013-09-01,419
1100,290854,2013-10-01,436
1101,290854,2013-11-01,338
1102,290854,2013-12-01,108
1103,290854,2014-01-01,472
1104,290854,2014-02-01,268
1105,290854,2014-03-01,205
1106,290854,2014-04-01,188
1107,290854,2014-05-01,276
1108,290854,2014-06-01,125
1109,290854,2014-07-01,276
1110,290854,2014-08-01,116
1111,290854,2014-09-01,276
1112,290854,2014-10-01,286
1113,290854,2014-11-01,143
1114,290854,2014-12-01,259
1115,290854,2015-01-01,580
1116,290854,2015-02-01,347
1117,290854,2015-03-01,303
1118,290854,2015-04-01,224
1119,290854,2015-05-01,225
1120,290854,2015-06-01,153
1121,290854,2015-07-01,179
1122,290854,2015-08-01,251
1123,290854,2015-09-01,419
1124,290854,2015-10-01,161
1125,290854,2015-11-01,117
1126,290854,2015-12-01,170
1127,290854,2016-01-01,187
1128,290854,2016-02-01,205
1129,290854,2016-03-01,321
1130,290854,2016-04-01,508
1131,290854,2016-05-01,277
1132,290854,2016-06-01,206
1133,290854,2016-07-01,223
1134,290854,2016-08-01,250
1135,290854,2016-09-01,320
1136,290854,2016-10-01,232
1137,290854,2016-11-01,232
1138,290854,2016-12-01,232
1139,290854,2017-01-01,222
1140,290854,2017-02-01,179
1141,290854,2017-03-01,214
1142,290854,2017-04-01,161
1143,290854,2017-05-01,241
1144,290854,2017-06-01,71
1145,290854,2017-07-01,81
1146,290854,2017-08-01,285
1147,290854,2017-09-01,393
1148,290854,2017-10-01,205
1149,291086,2012-01-01,507
1150,291086,2012-02-01,272
1151,291086,2012-03-01,385
1152,291086,2012-04-01,489
1153,291086,2012-05-01,516
1154,291086,2012-06-01,638
1155,291086,2012-07-01,751
1156,291086,2012-08-01,686
1157,291086,2012-09-01,667
1158,291086,2012-10-01,630
1159,291086,2012-11-01,601
1160,291086,2012-12-01,545
1161,291086,2013-01-01,1089
1162,291086,2013-02-01,442
1163,291086,2013-03-01,715
1164,291086,2013-04-01,649
1165,291086,2013-05-01,912
1166,291086,2013-06-01,704
1167,291086,2013-07-01,733
1168,291086,2013-08-01,723
1169,291086,2013-09-01,676
1170,291086,2013-10-01,356
1171,291086,2013-11-01,338
1172,291086,2013-12-01,451
1173,291086,2014-01-01,1043
1174,291086,2014-02-01,526
1175,291086,2014-03-01,489
1176,291086,2014-04-01,658
1177,291086,2014-05-01,827
1178,291086,2014-06-01,817
1179,291086,2014-07-01,846
1180,291086,2014-08-01,657
1181,291086,2014-09-01,1025
1182,291086,2014-10-01,1015
1183,291086,2014-11-01,694
1184,291086,2014-12-01,826
1185,291086,2015-01-01,1420
1186,291086,2015-02-01,921
1187,291086,2015-03-01,743
1188,291086,2015-04-01,940
1189,291086,2015-05-01,1081
1190,291086,2015-06-01,978
1191,291086,2015-07-01,1014
1192,291086,2015-08-01,1221
1193,291086,2015-09-01,1166
1194,291086,2015-10-01,1108
1195,291086,2015-11-01,1382
1196,291086,2015-12-01,855
1197,291086,2016-01-01,1363
1198,291086,2016-02-01,573
1199,291086,2016-03-01,827
1200,291086,2016-04-01,630
1201,291086,2016-05-01,1165
1202,291086,2016-06-01,668
1203,291086,2016-07-01,808
1204,291086,2016-08-01,789
1205,291086,2016-09-01,836
1206,291086,2016-10-01,714
1207,291086,2016-11-01,724
1208,291086,2016-12-01,1232
1209,291086,2017-01-01,611
1210,291086,2017-02-01,507
1211,291086,2017-03-01,554
1212,291086,2017-04-01,555
1213,291086,2017-05-01,903
1214,291086,2017-06-01,949
1215,291086,2017-07-01,629
1216,291086,2017-08-01,386
1217,291086,2017-09-01,376
1218,291086,2017-10-01,320
1219,291514,2012-09-01,5
1220,291514,2012-12-01,10
1221,291514,2013-01-01,30
1222,291514,2013-02-01,50
1223,291514,2013-03-01,45
1224,291514,2013-04-01,20
1225,291514,2013-05-01,70
1226,291514,2013-06-01,40
1227,291514,2013-07-01,40
1228,291514,2013-08-01,40
1229,291514,2013-09-01,55
1230,291514,2013-10-01,65
1231,291514,2013-11-01,115
1232,291514,2013-12-01,75
1233,291514,2014-01-01,135
1234,291514,2014-02-01,45
1235,291514,2014-03-01,70
1236,291514,2014-04-01,130
1237,291514,2014-05-01,75
1238,291514,2014-06-01,55
1239,291514,2014-07-01,85
1240,291514,2014-08-01,50
1241,291514,2014-09-01,80
1242,291514,2014-10-01,90
1243,291514,2014-11-01,85
1244,291514,2014-12-01,110
1245,291514,2015-01-01,180
1246,291514,2015-02-01,130
1247,291514,2015-03-01,75
1248,291514,2015-04-01,100
1249,291514,2015-05-01,165
1250,291514,2015-06-01,155
1251,291514,2015-07-01,160
1252,291514,2015-08-01,140
1253,291514,2015-09-01,155
1254,291514,2015-10-01,150
1255,291514,2015-11-01,155
1256,291514,2015-12-01,170
1257,291514,2016-01-01,220
1258,291514,2016-02-01,150
1259,291514,2016-03-01,140
1260,291514,2016-04-01,145
1261,291514,2016-05-01,100
1262,291514,2016-06-01,120
1263,291514,2016-07-01,55
1264,291514,2016-08-01,95
1265,291514,2016-09-01,105
1266,291514,2016-10-01,105
1267,291514,2016-11-01,60
1268,291514,2016-12-01,185
1269,291514,2017-01-01,75
1270,291514,2017-02-01,35
1271,291514,2017-03-01,55
1272,291514,2017-04-01,90
1273,291514,2017-05-01,75
1274,291514,2017-06-01,95
1275,291514,2017-07-01,60
1276,291514,2017-08-01,50
1277,291514,2017-09-01,95
1278,291514,2017-10-01,50
1279,302513,2016-11-01,34
1280,302513,2016-12-01,217
1281,302513,2017-01-01,170
1282,302513,2017-02-01,89
1283,302513,2017-03-01,143
1284,302513,2017-04-01,197
1285,302513,2017-05-01,116
1286,302513,2017-06-01,143
1287,302513,2017-07-01,156
1288,302513,2017-08-01,95
1289,302513,2017-09-01,109
1290,302513,2017-10-01,170
1291,304458,2012-01-01,499
1292,304458,2012-02-01,167
1293,304458,2012-03-01,275
1294,304458,2012-04-01,141
1295,304458,2012-05-01,282
1296,304458,2012-06-01,191
1297,304458,2012-07-01,282
1298,304458,2012-08-01,191
1299,304458,2012-09-01,209
1300,304458,2012-10-01,132
1301,304458,2012-11-01,217
1302,304458,2012-12-01,84
1303,304458,2013-01-01,348
1304,304458,2013-02-01,141
1305,304458,2013-03-01,91
1306,304458,2013-04-01,116
1307,304458,2013-05-01,241
1308,304458,2013-06-01,215
1309,304458,2013-07-01,323
1310,304458,2013-08-01,299
1311,304458,2013-09-01,307
1312,304458,2013-10-01,258
1313,304458,2013-11-01,183
1314,304458,2013-12-01,150
1315,304458,2014-01-01,373
1316,304458,2014-02-01,107
1317,304458,2014-03-01,100
1318,304458,2014-04-01,175
1319,304458,2014-05-01,207
1320,304458,2014-06-01,100
1321,304458,2014-07-01,158
1322,304458,2014-08-01,334
1323,304458,2014-09-01,366
1324,304458,2014-10-01,331
1325,304458,2014-11-01,432
1326,304458,2014-12-01,581
1327,304458,2015-01-01,672
1328,304458,2015-02-01,580
1329,304458,2015-03-01,356
1330,304458,2015-04-01,331
1331,304458,2015-05-01,440
1332,304458,2015-06-01,440
1333,304458,2015-07-01,606
1334,304458,2015-08-01,522
1335,304458,2015-09-01,597
1336,304458,2015-10-01,640
1337,304458,2015-11-01,605
1338,304458,2015-12-01,905
1339,304458,2016-01-01,480
1340,304458,2016-02-01,349
1341,304458,2016-03-01,481
1342,304458,2016-04-01,747
1343,304458,2016-05-01,390
1344,304458,2016-06-01,449
1345,304458,2016-07-01,432
1346,304458,2016-08-01,532
1347,304458,2016-09-01,565
1348,304458,2016-10-01,298
1349,304458,2016-11-01,432
1350,304458,2016-12-01,739
1351,304458,2017-01-01,448
1352,304458,2017-02-01,490
1353,304458,2017-03-01,548
1354,304458,2017-04-01,506
1355,304458,2017-05-01,448
1356,304458,2017-06-01,473
1357,304458,2017-07-01,706
1358,304458,2017-08-01,731
1359,304458,2017-09-01,605
1360,304458,2017-10-01,373
1361,308913,2013-07-01,114
1362,308913,2013-08-01,238
1363,308913,2013-09-01,197
1364,308913,2013-10-01,402
1365,308913,2013-11-01,319
1366,308913,2013-12-01,262
1367,308913,2014-01-01,476
1368,308913,2014-02-01,205
1369,308913,2014-03-01,278
1370,308913,2014-04-01,320
1371,308913,2014-05-01,311
1372,308913,2014-06-01,213
1373,308913,2014-07-01,189
1374,308913,2014-08-01,304
1375,308913,2014-09-01,500
1376,308913,2014-10-01,401
1377,308913,2014-11-01,297
1378,308913,2014-12-01,378
1379,308913,2015-01-01,796
1380,308913,2015-02-01,501
1381,308913,2015-03-01,312
1382,308913,2015-04-01,295
1383,308913,2015-05-01,303
1384,308913,2015-06-01,312
1385,308913,2015-07-01,311
1386,308913,2015-08-01,278
1387,308913,2015-09-01,196
1388,308913,2015-10-01,253
1389,308913,2015-11-01,328
1390,308913,2015-12-01,254
1391,308913,2016-01-01,262
1392,308913,2016-02-01,122
1393,308913,2016-03-01,180
1394,308913,2016-04-01,205
1395,308913,2016-05-01,107
1396,308913,2016-06-01,123
1397,308913,2016-07-01,148
1398,308913,2016-08-01,123
1399,308913,2016-09-01,188
1400,308913,2016-10-01,213
1401,308913,2016-11-01,148
1402,308913,2016-12-01,81
1403,308913,2017-01-01,82
1404,308913,2017-02-01,49
1405,308913,2017-03-01,41
1406,308913,2017-04-01,57
1407,308913,2017-05-01,74
1408,308913,2017-06-01,123
1409,308913,2017-07-01,122
1410,308913,2017-08-01,237
1411,308913,2017-09-01,132
1412,308913,2017-10-01,139
1413,321683,2012-01-01,478
1414,321683,2012-02-01,248
1415,321683,2012-03-01,172
1416,321683,2012-04-01,207
1417,321683,2012-05-01,342
1418,321683,2012-06-01,529
1419,321683,2012-07-01,836
1420,321683,2012-08-01,646
1421,321683,2012-09-01,750
1422,321683,2012-10-01,809
1423,321683,2012-11-01,512
1424,321683,2012-12-01,630
1425,321683,2013-01-01,792
1426,321683,2013-02-01,442
1427,321683,2013-03-01,494
1428,321683,2013-04-01,477
1429,321683,2013-05-01,912
1430,321683,2013-06-01,750
1431,321683,2013-07-01,1030
1432,321683,2013-08-01,783
1433,321683,2013-09-01,987
1434,321683,2013-10-01,953
1435,321683,2013-11-01,877
1436,321683,2013-12-01,724
1437,321683,2014-01-01,1369
1438,321683,2014-02-01,826
1439,321683,2014-03-01,1030
1440,321683,2014-04-01,1251
1441,321683,2014-05-01,1387
1442,321683,2014-06-01,1105
1443,321683,2014-07-01,1413
1444,321683,2014-08-01,1386
1445,321683,2014-09-01,1395
1446,321683,2014-10-01,1380
1447,321683,2014-11-01,971
1448,321683,2014-12-01,954
1449,321683,2015-01-01,1837
1450,321683,2015-02-01,1175
1451,321683,2015-03-01,1165
1452,321683,2015-04-01,997
1453,321683,2015-05-01,1167
1454,321683,2015-06-01,1550
1455,321683,2015-07-01,1312
1456,321683,2015-08-01,1592
1457,321683,2015-09-01,1966
1458,321683,2015-10-01,1573
1459,321683,2015-11-01,1515
1460,321683,2015-12-01,1183
1461,321683,2016-01-01,1624
1462,321683,2016-02-01,980
1463,321683,2016-03-01,1726
1464,321683,2016-04-01,1149
1465,321683,2016-05-01,1727
1466,321683,2016-06-01,1498
1467,321683,2016-07-01,1820
1468,321683,2016-08-01,1828
1469,321683,2016-09-01,2024
1470,321683,2016-10-01,1879
1471,321683,2016-11-01,2262
1472,321683,2016-12-01,2628
1473,321683,2017-01-01,851
1474,321683,2017-02-01,844
1475,321683,2017-03-01,1633
1476,321683,2017-04-01,1531
1477,321683,2017-05-01,1488
1478,321683,2017-06-01,1464
1479,321683,2017-07-01,1795
1480,321683,2017-08-01,1914
1481,321683,2017-09-01,2067
1482,321683,2017-10-01,2186
1483,340175,2017-07-01,9
1484,340175,2017-08-01,178
1485,340175,2017-09-01,244
1486,340175,2017-10-01,113
1487,347384,2012-10-01,175
1488,347384,2012-11-01,717
1489,347384,2012-12-01,2070
1490,347384,2013-01-01,2281
1491,347384,2013-02-01,1812
1492,347384,2013-03-01,1692
1493,347384,2013-04-01,1812
1494,347384,2013-05-01,2291
1495,347384,2013-06-01,1583
1496,347384,2013-07-01,2024
1497,347384,2013-08-01,1921
1498,347384,2013-09-01,2446
1499,347384,2013-10-01,1848
1500,347384,2013-11-01,2126
1501,347384,2013-12-01,2824
1502,347384,2014-01-01,4856
1503,347384,2014-02-01,2088
1504,347384,2014-03-01,2152
1505,347384,2014-04-01,2088
1506,347384,2014-05-01,2310
1507,347384,2014-06-01,1997
1508,347384,2014-07-01,2872
1509,347384,2014-08-01,2493
1510,347384,2014-09-01,3322
1511,347384,2014-10-01,3045
1512,347384,2014-11-01,2538
1513,347384,2014-12-01,3461
1514,347384,2015-01-01,5337
1515,347384,2015-02-01,4270
1516,347384,2015-03-01,2438
1517,347384,2015-04-01,2025
1518,347384,2015-05-01,2355
1519,347384,2015-06-01,1794
1520,347384,2015-07-01,1839
1521,347384,2015-08-01,2235
1522,347384,2015-09-01,3791
1523,347384,2015-10-01,6255
1524,347384,2015-11-01,3037
1525,347384,2015-12-01,7066
1526,347384,2016-01-01,4278
1527,347384,2016-02-01,3091
1528,347384,2016-03-01,1361
1529,347384,2016-04-01,663
1530,347384,2016-05-01,2345
1531,347384,2016-06-01,3661
1532,347384,2016-07-01,2419
1533,347384,2016-08-01,2465
1534,347384,2016-09-01,4002
1535,347384,2016-10-01,3238
1536,347384,2016-11-01,3873
1537,347384,2016-12-01,7563
1538,347384,2017-01-01,3579
1539,347384,2017-02-01,2235
1540,347384,2017-03-01,1610
1541,347384,2017-04-01,1702
1542,347384,2017-05-01,2751
1543,347384,2017-06-01,2475
1544,347384,2017-07-01,2558
1545,347384,2017-08-01,1527
1546,347384,2017-09-01,2613
1547,347384,2017-10-01,2898
1548,348641,2015-09-01,64
1549,348641,2015-10-01,202
1550,348641,2015-11-01,321
1551,348641,2015-12-01,312
1552,348641,2016-01-01,671
1553,348641,2016-02-01,267
1554,348641,2016-03-01,331
1555,348641,2016-04-01,378
1556,348641,2016-05-01,341
1557,348641,2016-06-01,414
1558,348641,2016-07-01,294
1559,348641,2016-08-01,570
1560,348641,2016-09-01,515
1561,348641,2016-10-01,506
1562,348641,2016-11-01,617
1563,348641,2016-12-01,1261
1564,348641,2017-01-01,451
1565,348641,2017-02-01,257
1566,348641,2017-03-01,451
1567,348641,2017-04-01,414
1568,348641,2017-05-01,488
1569,348641,2017-06-01,387
1570,348641,2017-07-01,442
1571,348641,2017-08-01,413
1572,348641,2017-09-01,405
1573,348641,2017-10-01,340
1574,349023,2012-01-01,2522
1575,349023,2012-02-01,1571
1576,349023,2012-03-01,2106
1577,349023,2012-04-01,1436
1578,349023,2012-05-01,2571
1579,349023,2012-06-01,2425
1580,349023,2012-07-01,2367
1581,349023,2012-08-01,2009
1582,349023,2012-09-01,2202
1583,349023,2012-10-01,3154
1584,349023,2012-11-01,2114
1585,349023,2012-12-01,1969
1586,349023,2013-01-01,4123
1587,349023,2013-02-01,1863
1588,349023,2013-03-01,1717
1589,349023,2013-04-01,2386
1590,349023,2013-05-01,3269
1591,349023,2013-06-01,1921
1592,349023,2013-07-01,2697
1593,349023,2013-08-01,2939
1594,349023,2013-09-01,3348
1595,349023,2013-10-01,3260
1596,349023,2013-11-01,3037
1597,349023,2013-12-01,2552
1598,349023,2014-01-01,4860
1599,349023,2014-02-01,2135
1600,349023,2014-03-01,1960
1601,349023,2014-04-01,2271
1602,349023,2014-05-01,2328
1603,349023,2014-06-01,1891
1604,349023,2014-07-01,2435
1605,349023,2014-08-01,2502
1606,349023,2014-09-01,2853
1607,349023,2014-10-01,1871
1608,349023,2014-11-01,1407
1609,349023,2014-12-01,2088
1610,349023,2015-01-01,4434
1611,349023,2015-02-01,3163
1612,349023,2015-03-01,1824
1613,349023,2015-04-01,1815
1614,349023,2015-05-01,2008
1615,349023,2015-06-01,1737
1616,349023,2015-07-01,1930
1617,349023,2015-08-01,1455
1618,349023,2015-09-01,1951
1619,349023,2015-10-01,1698
1620,349023,2015-11-01,1582
1621,349023,2015-12-01,1814
1622,349023,2016-01-01,1960
1623,349023,2016-02-01,1271
1624,349023,2016-03-01,815
1625,349023,2016-04-01,1135
1626,349023,2016-05-01,1038
1627,349023,2016-06-01,777
1628,349023,2016-07-01,1155
1629,349023,2016-08-01,1659
1630,349023,2016-09-01,1640
1631,349023,2016-10-01,923
1632,349023,2016-11-01,904
1633,349023,2016-12-01,2105
1634,349023,2017-01-01,727
1635,349023,2017-02-01,486
1636,349023,2017-03-01,785
1637,349023,2017-04-01,562
1638,349023,2017-05-01,748
1639,349023,2017-06-01,612
1640,349023,2017-07-01,786
1641,349023,2017-08-01,679
1642,349023,2017-09-01,941
1643,349023,2017-10-01,941
1644,350259,2015-01-01,48
1645,350259,2015-02-01,119
1646,350259,2015-03-01,206
1647,350259,2015-04-01,245
1648,350259,2015-05-01,349
1649,350259,2015-06-01,325
1650,350259,2015-07-01,325
1651,350259,2015-08-01,538
1652,350259,2015-09-01,538
1653,350259,2015-10-01,538
1654,350259,2015-11-01,585
1655,350259,2015-12-01,657
1656,350259,2016-01-01,515
1657,350259,2016-02-01,142
1658,350259,2016-03-01,506
1659,350259,2016-04-01,545
1660,350259,2016-05-01,363
1661,350259,2016-06-01,347
1662,350259,2016-07-01,419
1663,350259,2016-08-01,427
1664,350259,2016-09-01,372
1665,350259,2016-10-01,340
1666,350259,2016-11-01,513
1667,350259,2016-12-01,711
1668,350259,2017-01-01,324
1669,350259,2017-02-01,292
1670,350259,2017-03-01,530
1671,350259,2017-04-01,348
1672,350259,2017-05-01,419
1673,350259,2017-06-01,379
1674,350259,2017-07-01,513
1675,350259,2017-08-01,490
1676,350259,2017-09-01,640
1677,350259,2017-10-01,577
1678,354068,2012-01-01,460
1679,354068,2012-02-01,202
1680,354068,2012-03-01,322
1681,354068,2012-04-01,184
1682,354068,2012-05-01,303
1683,354068,2012-06-01,230
1684,354068,2012-07-01,414
1685,354068,2012-08-01,415
1686,354068,2012-09-01,440
1687,354068,2012-10-01,350
1688,354068,2012-11-01,404
1689,354068,2012-12-01,469
1690,354068,2013-01-01,1167
1691,354068,2013-02-01,633
1692,354068,2013-03-01,469
1693,354068,2013-04-01,533
1694,354068,2013-05-01,884
1695,354068,2013-06-01,496
1696,354068,2013-07-01,525
1697,354068,2013-08-01,542
1698,354068,2013-09-01,736
1699,354068,2013-10-01,533
1700,354068,2013-11-01,635
1701,354068,2013-12-01,680
1702,354068,2014-01-01,718
1703,354068,2014-02-01,396
1704,354068,2014-03-01,478
1705,354068,2014-04-01,552
1706,354068,2014-05-01,616
1707,354068,2014-06-01,321
1708,354068,2014-07-01,580
1709,354068,2014-08-01,570
1710,354068,2014-09-01,634
1711,354068,2014-10-01,616
1712,354068,2014-11-01,358
1713,354068,2014-12-01,396
1714,354068,2015-01-01,1389
1715,354068,2015-02-01,774
1716,354068,2015-03-01,533
1717,354068,2015-04-01,451
1718,354068,2015-05-01,532
1719,354068,2015-06-01,422
1720,354068,2015-07-01,396
1721,354068,2015-08-01,534
1722,354068,2015-09-01,596
1723,354068,2015-10-01,652
1724,354068,2015-11-01,568
1725,354068,2015-12-01,653
1726,354068,2016-01-01,809
1727,354068,2016-02-01,350
1728,354068,2016-03-01,330
1729,354068,2016-04-01,533
1730,354068,2016-05-01,496
1731,354068,2016-06-01,386
1732,354068,2016-07-01,468
1733,354068,2016-08-01,552
1734,354068,2016-09-01,901
1735,354068,2016-10-01,736
1736,354068,2016-11-01,1077
1737,354068,2016-12-01,1601
1738,354068,2017-01-01,442
1739,354068,2017-02-01,552
1740,354068,2017-03-01,634
1741,354068,2017-04-01,469
1742,354068,2017-05-01,579
1743,354068,2017-06-01,525
1744,354068,2017-07-01,846
1745,354068,2017-08-01,607
1746,354068,2017-09-01,920
1747,354068,2017-10-01,460
1748,356986,2013-09-01,84
1749,356986,2013-10-01,91
1750,356986,2013-11-01,210
1751,356986,2013-12-01,196
1752,356986,2014-01-01,301
1753,356986,2014-02-01,196
1754,356986,2014-03-01,147
1755,356986,2014-04-01,203
1756,356986,2014-05-01,217
1757,356986,2014-06-01,238
1758,356986,2014-07-01,308
1759,356986,2014-08-01,140
1760,356986,2014-09-01,266
1761,356986,2014-10-01,203
1762,356986,2014-11-01,217
1763,356986,2014-12-01,287
1764,356986,2015-01-01,462
1765,356986,2015-02-01,273
1766,356986,2015-03-01,287
1767,356986,2015-04-01,287
1768,356986,2015-05-01,350
1769,356986,2015-06-01,322
1770,356986,2015-07-01,287
1771,356986,2015-08-01,273
1772,356986,2015-09-01,427
1773,356986,2015-10-01,490
1774,356986,2015-11-01,434
1775,356986,2015-12-01,364
1776,356986,2016-01-01,658
1777,356986,2016-02-01,336
1778,356986,2016-03-01,371
1779,356986,2016-04-01,336
1780,356986,2016-05-01,294
1781,356986,2016-06-01,245
1782,356986,2016-07-01,280
1783,356986,2016-08-01,392
1784,356986,2016-09-01,231
1785,356986,2016-10-01,441
1786,356986,2016-11-01,245
1787,356986,2016-12-01,518
1788,356986,2017-01-01,259
1789,356986,2017-02-01,189
1790,356986,2017-03-01,315
1791,356986,2017-04-01,238
1792,356986,2017-05-01,364
1793,356986,2017-06-01,364
1794,356986,2017-07-01,532
1795,356986,2017-08-01,336
1796,356986,2017-09-01,623
1797,356986,2017-10-01,476
1798,359378,2017-09-01,16
1799,359378,2017-10-01,64
1800,360648,2014-01-01,122
1801,360648,2014-02-01,112
1802,360648,2014-03-01,217
1803,360648,2014-04-01,254
1804,360648,2014-05-01,160
1805,360648,2014-06-01,121
1806,360648,2014-07-01,186
1807,360648,2014-08-01,112
1808,360648,2014-09-01,188
1809,360648,2014-10-01,121
1810,360648,2014-11-01,103
1811,360648,2014-12-01,140
1812,360648,2015-01-01,272
1813,360648,2015-02-01,140
1814,360648,2015-03-01,178
1815,360648,2015-04-01,140
1816,360648,2015-05-01,113
1817,360648,2015-06-01,206
1818,360648,2015-07-01,131
1819,360648,2015-08-01,104
1820,360648,2015-09-01,140
1821,360648,2015-10-01,178
1822,360648,2015-11-01,160
1823,360648,2015-12-01,169
1824,360648,2016-01-01,160
1825,360648,2016-02-01,122
1826,360648,2016-03-01,169
1827,360648,2016-04-01,253
1828,360648,2016-05-01,103
1829,360648,2016-06-01,103
1830,360648,2016-07-01,75
1831,360648,2016-08-01,85
1832,360648,2016-09-01,141
1833,360648,2016-10-01,150
1834,360648,2016-11-01,169
1835,360648,2016-12-01,216
1836,360648,2017-01-01,132
1837,360648,2017-02-01,132
1838,360648,2017-03-01,75
1839,360648,2017-04-01,122
1840,360648,2017-05-01,94
1841,360648,2017-06-01,103
1842,360648,2017-07-01,169
1843,360648,2017-08-01,169
1844,360648,2017-09-01,150
1845,360648,2017-10-01,160
1846,376193,2017-09-01,133
1847,376193,2017-10-01,90
1848,378356,2016-03-01,89
1849,378356,2016-04-01,282
1850,378356,2016-05-01,385
1851,378356,2016-06-01,289
1852,378356,2016-07-01,370
1853,378356,2016-08-01,422
1854,378356,2016-09-01,555
1855,378356,2016-10-01,614
1856,378356,2016-11-01,600
1857,378356,2016-12-01,807
1858,378356,2017-01-01,563
1859,378356,2017-02-01,370
1860,378356,2017-03-01,451
1861,378356,2017-04-01,444
1862,378356,2017-05-01,384
1863,378356,2017-06-01,319
1864,378356,2017-07-01,362
1865,378356,2017-08-01,385
1866,378356,2017-09-01,422
1867,378356,2017-10-01,422
1868,378536,2016-11-01,14
1869,378536,2016-12-01,154
1870,378536,2017-01-01,56
1871,378536,2017-02-01,49
1872,378536,2017-03-01,63
1873,378536,2017-04-01,70
1874,378536,2017-05-01,98
1875,378536,2017-06-01,112
1876,378536,2017-07-01,98
1877,378536,2017-08-01,84
1878,378536,2017-09-01,105
1879,378536,2017-10-01,105
1880,379265,2016-09-01,292
1881,379265,2016-10-01,612
1882,379265,2016-11-01,483
1883,379265,2016-12-01,904
1884,379265,2017-01-01,741
1885,379265,2017-02-01,517
1886,379265,2017-03-01,455
1887,379265,2017-04-01,381
1888,379265,2017-05-01,415
1889,379265,2017-06-01,231
1890,379265,2017-07-01,191
1891,379265,2017-08-01,176
1892,379265,2017-09-01,273
1893,379265,2017-10-01,314
1894,379876,2012-01-01,245
1895,379876,2012-02-01,154
1896,379876,2012-03-01,133
1897,379876,2012-04-01,63
1898,379876,2012-05-01,140
1899,379876,2012-06-01,98
1900,379876,2012-07-01,119
1901,379876,2012-08-01,161
1902,379876,2012-09-01,147
1903,379876,2012-10-01,252
1904,379876,2012-11-01,245
1905,379876,2012-12-01,154
1906,379876,2013-01-01,378
1907,379876,2013-02-01,245
1908,379876,2013-03-01,224
1909,379876,2013-04-01,126
1910,379876,2013-05-01,238
1911,379876,2013-06-01,126
1912,379876,2013-07-01,140
