,class_id,sale_date,holidays,holiday_importance,weekend,length,workday,sale_quantity
1309,304458,2013-07-01,0,0,8,31,23,323
1310,304458,2013-08-01,0,0,9,31,22,299
1311,304458,2013-09-01,2,0,9,30,19,307
1312,304458,2013-10-01,5,3,8,31,18,258
1313,304458,2013-11-01,0,0,9,30,21,183
1314,304458,2013-12-01,0,0,9,31,22,150
1315,304458,2014-01-01,2,1,8,31,21,373
1316,304458,2014-02-01,4,1,8,28,16,107
1317,304458,2014-03-01,0,0,10,31,21,100
1318,304458,2014-04-01,1,0,8,30,21,175
1319,304458,2014-05-01,2,2,9,31,20,207
1320,304458,2014-06-01,1,0,9,30,20,100
1321,304458,2014-07-01,0,0,8,31,23,158
1322,304458,2014-08-01,0,0,10,31,21,334
1323,304458,2014-09-01,1,3,8,30,21,366
1324,304458,2014-10-01,5,3,8,31,18,331
1325,304458,2014-11-01,0,0,10,30,20,432
1326,304458,2014-12-01,0,0,8,31,23,581
1327,304458,2015-01-01,2,1,9,31,20,672
1328,304458,2015-02-01,5,1,8,28,15,580
1329,304458,2015-03-01,0,0,9,31,22,356
1330,304458,2015-04-01,1,0,8,30,21,331
1331,304458,2015-05-01,1,2,10,31,20,440
1332,304458,2015-06-01,1,0,8,30,21,440
1333,304458,2015-07-01,0,0,8,31,23,606
1334,304458,2015-08-01,0,0,10,31,21,522
1335,304458,2015-09-01,2,0,8,30,20,597
1336,304458,2015-10-01,5,3,9,31,17,640
1337,304458,2015-11-01,0,0,9,30,21,605
1338,304458,2015-12-01,0,0,8,31,23,905
1339,304458,2016-01-01,1,0,10,31,20,480
1340,304458,2016-02-01,5,1,8,29,16,349
1341,304458,2016-03-01,0,0,8,31,23,481
1342,304458,2016-04-01,1,0,9,30,20,747
1343,304458,2016-05-01,1,2,9,31,21,390
1344,304458,2016-06-01,2,0,8,30,20,449
1345,304458,2016-07-01,0,0,10,31,21,432
1346,304458,2016-08-01,0,0,8,31,23,532
1347,304458,2016-09-01,2,3,8,30,20,565
1348,304458,2016-10-01,5,3,10,31,16,298
1349,304458,2016-11-01,0,0,8,30,22,432
1350,304458,2016-12-01,0,0,9,31,22,739
1351,304458,2017-01-01,4,1,9,31,18,448
1352,304458,2017-02-01,2,1,8,28,18,490
1353,304458,2017-03-01,0,0,8,31,23,548
1354,304458,2017-04-01,2,0,10,30,18,506
1355,304458,2017-05-01,3,2,8,31,20,448
1356,304458,2017-06-01,0,0,8,30,22,473
1357,304458,2017-07-01,0,0,10,31,21,706
1358,304458,2017-08-01,0,0,8,31,23,731
1359,304458,2017-09-01,0,0,9,30,21,605
1360,304458,2017-10-01,5,3,9,31,17,373
1361,308913,2013-07-01,0,0,8,31,23,114
1362,308913,2013-08-01,0,0,9,31,22,238
1363,308913,2013-09-01,2,0,9,30,19,197
1364,308913,2013-10-01,5,3,8,31,18,402
1365,308913,2013-11-01,0,0,9,30,21,319
1366,308913,2013-12-01,0,0,9,31,22,262
1367,308913,2014-01-01,2,1,8,31,21,476
1368,308913,2014-02-01,4,1,8,28,16,205
1369,308913,2014-03-01,0,0,10,31,21,278
1370,308913,2014-04-01,1,0,8,30,21,320
1371,308913,2014-05-01,2,2,9,31,20,311
1372,308913,2014-06-01,1,0,9,30,20,213
1373,308913,2014-07-01,0,0,8,31,23,189
1374,308913,2014-08-01,0,0,10,31,21,304
1375,308913,2014-09-01,1,3,8,30,21,500
1376,308913,2014-10-01,5,3,8,31,18,401
1377,308913,2014-11-01,0,0,10,30,20,297
1378,308913,2014-12-01,0,0,8,31,23,378
1379,308913,2015-01-01,2,1,9,31,20,796
1380,308913,2015-02-01,5,1,8,28,15,501
1381,308913,2015-03-01,0,0,9,31,22,312
1382,308913,2015-04-01,1,0,8,30,21,295
1383,308913,2015-05-01,1,2,10,31,20,303
1384,308913,2015-06-01,1,0,8,30,21,312
1385,308913,2015-07-01,0,0,8,31,23,311
1386,308913,2015-08-01,0,0,10,31,21,278
1387,308913,2015-09-01,2,0,8,30,20,196
1388,308913,2015-10-01,5,3,9,31,17,253
1389,308913,2015-11-01,0,0,9,30,21,328
1390,308913,2015-12-01,0,0,8,31,23,254
1391,308913,2016-01-01,1,0,10,31,20,262
1392,308913,2016-02-01,5,1,8,29,16,122
1393,308913,2016-03-01,0,0,8,31,23,180
1394,308913,2016-04-01,1,0,9,30,20,205
1395,308913,2016-05-01,1,2,9,31,21,107
1396,308913,2016-06-01,2,0,8,30,20,123
1397,308913,2016-07-01,0,0,10,31,21,148
1398,308913,2016-08-01,0,0,8,31,23,123
1399,308913,2016-09-01,2,3,8,30,20,188
1400,308913,2016-10-01,5,3,10,31,16,213
1401,308913,2016-11-01,0,0,8,30,22,148
1402,308913,2016-12-01,0,0,9,31,22,81
1403,308913,2017-01-01,4,1,9,31,18,82
1404,308913,2017-02-01,2,1,8,28,18,49
1405,308913,2017-03-01,0,0,8,31,23,41
1406,308913,2017-04-01,2,0,10,30,18,57
1407,308913,2017-05-01,3,2,8,31,20,74
1408,308913,2017-06-01,0,0,8,30,22,123
1409,308913,2017-07-01,0,0,10,31,21,122
1410,308913,2017-08-01,0,0,8,31,23,237
1411,308913,2017-09-01,0,0,9,30,21,132
1412,308913,2017-10-01,5,3,9,31,17,139
1413,321683,2012-01-01,7,1,9,31,15,478
1414,321683,2012-02-01,0,0,8,29,21,248
1415,321683,2012-03-01,0,0,9,31,22,172
1416,321683,2012-04-01,4,2,9,30,17,207
1417,321683,2012-05-01,1,2,8,31,22,342
1418,321683,2012-06-01,1,0,9,30,20,529
1419,321683,2012-07-01,0,0,9,31,22,836
1420,321683,2012-08-01,0,0,8,31,23,646
1421,321683,2012-09-01,0,0,10,30,20,750
1422,321683,2012-10-01,5,3,8,31,18,809
1423,321683,2012-11-01,0,0,8,30,22,512
1424,321683,2012-12-01,0,0,10,31,21,630
1425,321683,2013-01-01,3,1,8,31,20,792
1426,321683,2013-02-01,5,1,8,28,15,442
1427,321683,2013-03-01,0,0,10,31,21,494
1428,321683,2013-04-01,4,0,8,30,18,477
1429,321683,2013-05-01,1,2,8,31,22,912
1430,321683,2013-06-01,3,0,10,30,17,750
1431,321683,2013-07-01,0,0,8,31,23,1030
1432,321683,2013-08-01,0,0,9,31,22,783
1433,321683,2013-09-01,2,0,9,30,19,987
1434,321683,2013-10-01,5,3,8,31,18,953
1435,321683,2013-11-01,0,0,9,30,21,877
1436,321683,2013-12-01,0,0,9,31,22,724
1437,321683,2014-01-01,2,1,8,31,21,1369
1438,321683,2014-02-01,4,1,8,28,16,826
1439,321683,2014-03-01,0,0,10,31,21,1030
1440,321683,2014-04-01,1,0,8,30,21,1251
1441,321683,2014-05-01,2,2,9,31,20,1387
1442,321683,2014-06-01,1,0,9,30,20,1105
1443,321683,2014-07-01,0,0,8,31,23,1413
1444,321683,2014-08-01,0,0,10,31,21,1386
1445,321683,2014-09-01,1,3,8,30,21,1395
1446,321683,2014-10-01,5,3,8,31,18,1380
1447,321683,2014-11-01,0,0,10,30,20,971
1448,321683,2014-12-01,0,0,8,31,23,954
1449,321683,2015-01-01,2,1,9,31,20,1837
1450,321683,2015-02-01,5,1,8,28,15,1175
1451,321683,2015-03-01,0,0,9,31,22,1165
1452,321683,2015-04-01,1,0,8,30,21,997
1453,321683,2015-05-01,1,2,10,31,20,1167
1454,321683,2015-06-01,1,0,8,30,21,1550
1455,321683,2015-07-01,0,0,8,31,23,1312
1456,321683,2015-08-01,0,0,10,31,21,1592
1457,321683,2015-09-01,2,0,8,30,20,1966
1458,321683,2015-10-01,5,3,9,31,17,1573
1459,321683,2015-11-01,0,0,9,30,21,1515
1460,321683,2015-12-01,0,0,8,31,23,1183
1461,321683,2016-01-01,1,0,10,31,20,1624
1462,321683,2016-02-01,5,1,8,29,16,980
1463,321683,2016-03-01,0,0,8,31,23,1726
1464,321683,2016-04-01,1,0,9,30,20,1149
1465,321683,2016-05-01,1,2,9,31,21,1727
1466,321683,2016-06-01,2,0,8,30,20,1498
1467,321683,2016-07-01,0,0,10,31,21,1820
1468,321683,2016-08-01,0,0,8,31,23,1828
1469,321683,2016-09-01,2,3,8,30,20,2024
1470,321683,2016-10-01,5,3,10,31,16,1879
1471,321683,2016-11-01,0,0,8,30,22,2262
1472,321683,2016-12-01,0,0,9,31,22,2628
1473,321683,2017-01-01,4,1,9,31,18,851
1474,321683,2017-02-01,2,1,8,28,18,844
1475,321683,2017-03-01,0,0,8,31,23,1633
1476,321683,2017-04-01,2,0,10,30,18,1531
1477,321683,2017-05-01,3,2,8,31,20,1488
1478,321683,2017-06-01,0,0,8,30,22,1464
1479,321683,2017-07-01,0,0,10,31,21,1795
1480,321683,2017-08-01,0,0,8,31,23,1914
1481,321683,2017-09-01,0,0,9,30,21,2067
1482,321683,2017-10-01,5,3,9,31,17,2186
1483,340175,2017-07-01,0,0,10,31,21,9
1484,340175,2017-08-01,0,0,8,31,23,178
1485,340175,2017-09-01,0,0,9,30,21,244
1486,340175,2017-10-01,5,3,9,31,17,113
1487,347384,2012-10-01,5,3,8,31,18,175
1488,347384,2012-11-01,0,0,8,30,22,717
1489,347384,2012-12-01,0,0,10,31,21,2070
1490,347384,2013-01-01,3,1,8,31,20,2281
1491,347384,2013-02-01,5,1,8,28,15,1812
1492,347384,2013-03-01,0,0,10,31,21,1692
1493,347384,2013-04-01,4,0,8,30,18,1812
1494,347384,2013-05-01,1,2,8,31,22,2291
1495,347384,2013-06-01,3,0,10,30,17,1583
1496,347384,2013-07-01,0,0,8,31,23,2024
1497,347384,2013-08-01,0,0,9,31,22,1921
1498,347384,2013-09-01,2,0,9,30,19,2446
1499,347384,2013-10-01,5,3,8,31,18,1848
1500,347384,2013-11-01,0,0,9,30,21,2126
1501,347384,2013-12-01,0,0,9,31,22,2824
1502,347384,2014-01-01,2,1,8,31,21,4856
1503,347384,2014-02-01,4,1,8,28,16,2088
1504,347384,2014-03-01,0,0,10,31,21,2152
1505,347384,2014-04-01,1,0,8,30,21,2088
1506,347384,2014-05-01,2,2,9,31,20,2310
1507,347384,2014-06-01,1,0,9,30,20,1997
1508,347384,2014-07-01,0,0,8,31,23,2872
1509,347384,2014-08-01,0,0,10,31,21,2493
1510,347384,2014-09-01,1,3,8,30,21,3322
1511,347384,2014-10-01,5,3,8,31,18,3045
1512,347384,2014-11-01,0,0,10,30,20,2538
1513,347384,2014-12-01,0,0,8,31,23,3461
1514,347384,2015-01-01,2,1,9,31,20,5337
1515,347384,2015-02-01,5,1,8,28,15,4270
1516,347384,2015-03-01,0,0,9,31,22,2438
1517,347384,2015-04-01,1,0,8,30,21,2025
1518,347384,2015-05-01,1,2,10,31,20,2355
1519,347384,2015-06-01,1,0,8,30,21,1794
1520,347384,2015-07-01,0,0,8,31,23,1839
1521,347384,2015-08-01,0,0,10,31,21,2235
1522,347384,2015-09-01,2,0,8,30,20,3791
1523,347384,2015-10-01,5,3,9,31,17,6255
1524,347384,2015-11-01,0,0,9,30,21,3037
1525,347384,2015-12-01,0,0,8,31,23,7066
1526,347384,2016-01-01,1,0,10,31,20,4278
1527,347384,2016-02-01,5,1,8,29,16,3091
1528,347384,2016-03-01,0,0,8,31,23,1361
1529,347384,2016-04-01,1,0,9,30,20,663
1530,347384,2016-05-01,1,2,9,31,21,2345
1531,347384,2016-06-01,2,0,8,30,20,3661
1532,347384,2016-07-01,0,0,10,31,21,2419
1533,347384,2016-08-01,0,0,8,31,23,2465
1534,347384,2016-09-01,2,3,8,30,20,4002
1535,347384,2016-10-01,5,3,10,31,16,3238
1536,347384,2016-11-01,0,0,8,30,22,3873
1537,347384,2016-12-01,0,0,9,31,22,7563
1538,347384,2017-01-01,4,1,9,31,18,3579
1539,347384,2017-02-01,2,1,8,28,18,2235
1540,347384,2017-03-01,0,0,8,31,23,1610
1541,347384,2017-04-01,2,0,10,30,18,1702
1542,347384,2017-05-01,3,2,8,31,20,2751
1543,347384,2017-06-01,0,0,8,30,22,2475
1544,347384,2017-07-01,0,0,10,31,21,2558
1545,347384,2017-08-01,0,0,8,31,23,1527
1546,347384,2017-09-01,0,0,9,30,21,2613
1547,347384,2017-10-01,5,3,9,31,17,2898
1548,348641,2015-09-01,2,0,8,30,20,64
1549,348641,2015-10-01,5,3,9,31,17,202
1550,348641,2015-11-01,0,0,9,30,21,321
1551,348641,2015-12-01,0,0,8,31,23,312
1552,348641,2016-01-01,1,0,10,31,20,671
1553,348641,2016-02-01,5,1,8,29,16,267
1554,348641,2016-03-01,0,0,8,31,23,331
1555,348641,2016-04-01,1,0,9,30,20,378
1556,348641,2016-05-01,1,2,9,31,21,341
1557,348641,2016-06-01,2,0,8,30,20,414
1558,348641,2016-07-01,0,0,10,31,21,294
1559,348641,2016-08-01,0,0,8,31,23,570
1560,348641,2016-09-01,2,3,8,30,20,515
1561,348641,2016-10-01,5,3,10,31,16,506
1562,348641,2016-11-01,0,0,8,30,22,617
1563,348641,2016-12-01,0,0,9,31,22,1261
1564,348641,2017-01-01,4,1,9,31,18,451
1565,348641,2017-02-01,2,1,8,28,18,257
1566,348641,2017-03-01,0,0,8,31,23,451
1567,348641,2017-04-01,2,0,10,30,18,414
1568,348641,2017-05-01,3,2,8,31,20,488
1569,348641,2017-06-01,0,0,8,30,22,387
1570,348641,2017-07-01,0,0,10,31,21,442
1571,348641,2017-08-01,0,0,8,31,23,413
1572,348641,2017-09-01,0,0,9,30,21,405
1573,348641,2017-10-01,5,3,9,31,17,340
1574,349023,2012-01-01,7,1,9,31,15,2522
1575,349023,2012-02-01,0,0,8,29,21,1571
1576,349023,2012-03-01,0,0,9,31,22,2106
1577,349023,2012-04-01,4,2,9,30,17,1436
1578,349023,2012-05-01,1,2,8,31,22,2571
1579,349023,2012-06-01,1,0,9,30,20,2425
1580,349023,2012-07-01,0,0,9,31,22,2367
1581,349023,2012-08-01,0,0,8,31,23,2009
1582,349023,2012-09-01,0,0,10,30,20,2202
1583,349023,2012-10-01,5,3,8,31,18,3154
1584,349023,2012-11-01,0,0,8,30,22,2114
1585,349023,2012-12-01,0,0,10,31,21,1969
1586,349023,2013-01-01,3,1,8,31,20,4123
1587,349023,2013-02-01,5,1,8,28,15,1863
1588,349023,2013-03-01,0,0,10,31,21,1717
1589,349023,2013-04-01,4,0,8,30,18,2386
1590,349023,2013-05-01,1,2,8,31,22,3269
1591,349023,2013-06-01,3,0,10,30,17,1921
1592,349023,2013-07-01,0,0,8,31,23,2697
1593,349023,2013-08-01,0,0,9,31,22,2939
1594,349023,2013-09-01,2,0,9,30,19,3348
1595,349023,2013-10-01,5,3,8,31,18,3260
1596,349023,2013-11-01,0,0,9,30,21,3037
1597,349023,2013-12-01,0,0,9,31,22,2552
1598,349023,2014-01-01,2,1,8,31,21,4860
1599,349023,2014-02-01,4,1,8,28,16,2135
1600,349023,2014-03-01,0,0,10,31,21,1960
1601,349023,2014-04-01,1,0,8,30,21,2271
1602,349023,2014-05-01,2,2,9,31,20,2328
1603,349023,2014-06-01,1,0,9,30,20,1891
1604,349023,2014-07-01,0,0,8,31,23,2435
1605,349023,2014-08-01,0,0,10,31,21,2502
1606,349023,2014-09-01,1,3,8,30,21,2853
1607,349023,2014-10-01,5,3,8,31,18,1871
1608,349023,2014-11-01,0,0,10,30,20,1407
1609,349023,2014-12-01,0,0,8,31,23,2088
1610,349023,2015-01-01,2,1,9,31,20,4434
1611,349023,2015-02-01,5,1,8,28,15,3163
1612,349023,2015-03-01,0,0,9,31,22,1824
1613,349023,2015-04-01,1,0,8,30,21,1815
1614,349023,2015-05-01,1,2,10,31,20,2008
1615,349023,2015-06-01,1,0,8,30,21,1737
1616,349023,2015-07-01,0,0,8,31,23,1930
1617,349023,2015-08-01,0,0,10,31,21,1455
1618,349023,2015-09-01,2,0,8,30,20,1951
1619,349023,2015-10-01,5,3,9,31,17,1698
1620,349023,2015-11-01,0,0,9,30,21,1582
1621,349023,2015-12-01,0,0,8,31,23,1814
1622,349023,2016-01-01,1,0,10,31,20,1960
1623,349023,2016-02-01,5,1,8,29,16,1271
1624,349023,2016-03-01,0,0,8,31,23,815
1625,349023,2016-04-01,1,0,9,30,20,1135
1626,349023,2016-05-01,1,2,9,31,21,1038
1627,349023,2016-06-01,2,0,8,30,20,777
1628,349023,2016-07-01,0,0,10,31,21,1155
1629,349023,2016-08-01,0,0,8,31,23,1659
1630,349023,2016-09-01,2,3,8,30,20,1640
1631,349023,2016-10-01,5,3,10,31,16,923
1632,349023,2016-11-01,0,0,8,30,22,904
1633,349023,2016-12-01,0,0,9,31,22,2105
1634,349023,2017-01-01,4,1,9,31,18,727
1635,349023,2017-02-01,2,1,8,28,18,486
1636,349023,2017-03-01,0,0,8,31,23,785
1637,349023,2017-04-01,2,0,10,30,18,562
1638,349023,2017-05-01,3,2,8,31,20,748
1639,349023,2017-06-01,0,0,8,30,22,612
1640,349023,2017-07-01,0,0,10,31,21,786
1641,349023,2017-08-01,0,0,8,31,23,679
1642,349023,2017-09-01,0,0,9,30,21,941
1643,349023,2017-10-01,5,3,9,31,17,941
1644,350259,2015-01-01,2,1,9,31,20,48
1645,350259,2015-02-01,5,1,8,28,15,119
1646,350259,2015-03-01,0,0,9,31,22,206
1647,350259,2015-04-01,1,0,8,30,21,245
1648,350259,2015-05-01,1,2,10,31,20,349
1649,350259,2015-06-01,1,0,8,30,21,325
1650,350259,2015-07-01,0,0,8,31,23,325
1651,350259,2015-08-01,0,0,10,31,21,538
1652,350259,2015-09-01,2,0,8,30,20,538
1653,350259,2015-10-01,5,3,9,31,17,538
1654,350259,2015-11-01,0,0,9,30,21,585
1655,350259,2015-12-01,0,0,8,31,23,657
1656,350259,2016-01-01,1,0,10,31,20,515
1657,350259,2016-02-01,5,1,8,29,16,142
1658,350259,2016-03-01,0,0,8,31,23,506
1659,350259,2016-04-01,1,0,9,30,20,545
1660,350259,2016-05-01,1,2,9,31,21,363
1661,350259,2016-06-01,2,0,8,30,20,347
1662,350259,2016-07-01,0,0,10,31,21,419
1663,350259,2016-08-01,0,0,8,31,23,427
1664,350259,2016-09-01,2,3,8,30,20,372
1665,350259,2016-10-01,5,3,10,31,16,340
1666,350259,2016-11-01,0,0,8,30,22,513
1667,350259,2016-12-01,0,0,9,31,22,711
1668,350259,2017-01-01,4,1,9,31,18,324
1669,350259,2017-02-01,2,1,8,28,18,292
1670,350259,2017-03-01,0,0,8,31,23,530
1671,350259,2017-04-01,2,0,10,30,18,348
1672,350259,2017-05-01,3,2,8,31,20,419
1673,350259,2017-06-01,0,0,8,30,22,379
1674,350259,2017-07-01,0,0,10,31,21,513
1675,350259,2017-08-01,0,0,8,31,23,490
1676,350259,2017-09-01,0,0,9,30,21,640
1677,350259,2017-10-01,5,3,9,31,17,577
1678,354068,2012-01-01,7,1,9,31,15,460
1679,354068,2012-02-01,0,0,8,29,21,202
1680,354068,2012-03-01,0,0,9,31,22,322
1681,354068,2012-04-01,4,2,9,30,17,184
1682,354068,2012-05-01,1,2,8,31,22,303
1683,354068,2012-06-01,1,0,9,30,20,230
1684,354068,2012-07-01,0,0,9,31,22,414
1685,354068,2012-08-01,0,0,8,31,23,415
1686,354068,2012-09-01,0,0,10,30,20,440
1687,354068,2012-10-01,5,3,8,31,18,350
1688,354068,2012-11-01,0,0,8,30,22,404
1689,354068,2012-12-01,0,0,10,31,21,469
1690,354068,2013-01-01,3,1,8,31,20,1167
1691,354068,2013-02-01,5,1,8,28,15,633
1692,354068,2013-03-01,0,0,10,31,21,469
1693,354068,2013-04-01,4,0,8,30,18,533
1694,354068,2013-05-01,1,2,8,31,22,884
1695,354068,2013-06-01,3,0,10,30,17,496
1696,354068,2013-07-01,0,0,8,31,23,525
1697,354068,2013-08-01,0,0,9,31,22,542
1698,354068,2013-09-01,2,0,9,30,19,736
1699,354068,2013-10-01,5,3,8,31,18,533
1700,354068,2013-11-01,0,0,9,30,21,635
1701,354068,2013-12-01,0,0,9,31,22,680
1702,354068,2014-01-01,2,1,8,31,21,718
1703,354068,2014-02-01,4,1,8,28,16,396
1704,354068,2014-03-01,0,0,10,31,21,478
1705,354068,2014-04-01,1,0,8,30,21,552
1706,354068,2014-05-01,2,2,9,31,20,616
1707,354068,2014-06-01,1,0,9,30,20,321
1708,354068,2014-07-01,0,0,8,31,23,580
1709,354068,2014-08-01,0,0,10,31,21,570
1710,354068,2014-09-01,1,3,8,30,21,634
1711,354068,2014-10-01,5,3,8,31,18,616
1712,354068,2014-11-01,0,0,10,30,20,358
1713,354068,2014-12-01,0,0,8,31,23,396
1714,354068,2015-01-01,2,1,9,31,20,1389
1715,354068,2015-02-01,5,1,8,28,15,774
1716,354068,2015-03-01,0,0,9,31,22,533
1717,354068,2015-04-01,1,0,8,30,21,451
1718,354068,2015-05-01,1,2,10,31,20,532
1719,354068,2015-06-01,1,0,8,30,21,422
1720,354068,2015-07-01,0,0,8,31,23,396
1721,354068,2015-08-01,0,0,10,31,21,534
1722,354068,2015-09-01,2,0,8,30,20,596
1723,354068,2015-10-01,5,3,9,31,17,652
1724,354068,2015-11-01,0,0,9,30,21,568
1725,354068,2015-12-01,0,0,8,31,23,653
1726,354068,2016-01-01,1,0,10,31,20,809
1727,354068,2016-02-01,5,1,8,29,16,350
1728,354068,2016-03-01,0,0,8,31,23,330
1729,354068,2016-04-01,1,0,9,30,20,533
1730,354068,2016-05-01,1,2,9,31,21,496
1731,354068,2016-06-01,2,0,8,30,20,386
1732,354068,2016-07-01,0,0,10,31,21,468
1733,354068,2016-08-01,0,0,8,31,23,552
1734,354068,2016-09-01,2,3,8,30,20,901
1735,354068,2016-10-01,5,3,10,31,16,736
1736,354068,2016-11-01,0,0,8,30,22,1077
1737,354068,2016-12-01,0,0,9,31,22,1601
1738,354068,2017-01-01,4,1,9,31,18,442
1739,354068,2017-02-01,2,1,8,28,18,552
1740,354068,2017-03-01,0,0,8,31,23,634
1741,354068,2017-04-01,2,0,10,30,18,469
1742,354068,2017-05-01,3,2,8,31,20,579
1743,354068,2017-06-01,0,0,8,30,22,525
1744,354068,2017-07-01,0,0,10,31,21,846
1745,354068,2017-08-01,0,0,8,31,23,607
1746,354068,2017-09-01,0,0,9,30,21,920
1747,354068,2017-10-01,5,3,9,31,17,460
1748,356986,2013-09-01,2,0,9,30,19,84
1749,356986,2013-10-01,5,3,8,31,18,91
1750,356986,2013-11-01,0,0,9,30,21,210
1751,356986,2013-12-01,0,0,9,31,22,196
1752,356986,2014-01-01,2,1,8,31,21,301
1753,356986,2014-02-01,4,1,8,28,16,196
1754,356986,2014-03-01,0,0,10,31,21,147
1755,356986,2014-04-01,1,0,8,30,21,203
1756,356986,2014-05-01,2,2,9,31,20,217
1757,356986,2014-06-01,1,0,9,30,20,238
1758,356986,2014-07-01,0,0,8,31,23,308
1759,356986,2014-08-01,0,0,10,31,21,140
1760,356986,2014-09-01,1,3,8,30,21,266
1761,356986,2014-10-01,5,3,8,31,18,203
1762,356986,2014-11-01,0,0,10,30,20,217
1763,356986,2014-12-01,0,0,8,31,23,287
1764,356986,2015-01-01,2,1,9,31,20,462
1765,356986,2015-02-01,5,1,8,28,15,273
1766,356986,2015-03-01,0,0,9,31,22,287
1767,356986,2015-04-01,1,0,8,30,21,287
1768,356986,2015-05-01,1,2,10,31,20,350
1769,356986,2015-06-01,1,0,8,30,21,322
1770,356986,2015-07-01,0,0,8,31,23,287
1771,356986,2015-08-01,0,0,10,31,21,273
1772,356986,2015-09-01,2,0,8,30,20,427
1773,356986,2015-10-01,5,3,9,31,17,490
1774,356986,2015-11-01,0,0,9,30,21,434
1775,356986,2015-12-01,0,0,8,31,23,364
1776,356986,2016-01-01,1,0,10,31,20,658
1777,356986,2016-02-01,5,1,8,29,16,336
1778,356986,2016-03-01,0,0,8,31,23,371
1779,356986,2016-04-01,1,0,9,30,20,336
1780,356986,2016-05-01,1,2,9,31,21,294
1781,356986,2016-06-01,2,0,8,30,20,245
1782,356986,2016-07-01,0,0,10,31,21,280
1783,356986,2016-08-01,0,0,8,31,23,392
1784,356986,2016-09-01,2,3,8,30,20,231
1785,356986,2016-10-01,5,3,10,31,16,441
1786,356986,2016-11-01,0,0,8,30,22,245
1787,356986,2016-12-01,0,0,9,31,22,518
1788,356986,2017-01-01,4,1,9,31,18,259
1789,356986,2017-02-01,2,1,8,28,18,189
1790,356986,2017-03-01,0,0,8,31,23,315
1791,356986,2017-04-01,2,0,10,30,18,238
1792,356986,2017-05-01,3,2,8,31,20,364
1793,356986,2017-06-01,0,0,8,30,22,364
1794,356986,2017-07-01,0,0,10,31,21,532
1795,356986,2017-08-01,0,0,8,31,23,336
1796,356986,2017-09-01,0,0,9,30,21,623
1797,356986,2017-10-01,5,3,9,31,17,476
1798,359378,2017-09-01,0,0,9,30,21,16
1799,359378,2017-10-01,5,3,9,31,17,64
1800,360648,2014-01-01,2,1,8,31,21,122
1801,360648,2014-02-01,4,1,8,28,16,112
1802,360648,2014-03-01,0,0,10,31,21,217
1803,360648,2014-04-01,1,0,8,30,21,254
1804,360648,2014-05-01,2,2,9,31,20,160
1805,360648,2014-06-01,1,0,9,30,20,121
1806,360648,2014-07-01,0,0,8,31,23,186
1807,360648,2014-08-01,0,0,10,31,21,112
1808,360648,2014-09-01,1,3,8,30,21,188
1809,360648,2014-10-01,5,3,8,31,18,121
1810,360648,2014-11-01,0,0,10,30,20,103
1811,360648,2014-12-01,0,0,8,31,23,140
1812,360648,2015-01-01,2,1,9,31,20,272
1813,360648,2015-02-01,5,1,8,28,15,140
1814,360648,2015-03-01,0,0,9,31,22,178
1815,360648,2015-04-01,1,0,8,30,21,140
1816,360648,2015-05-01,1,2,10,31,20,113
1817,360648,2015-06-01,1,0,8,30,21,206
1818,360648,2015-07-01,0,0,8,31,23,131
1819,360648,2015-08-01,0,0,10,31,21,104
1820,360648,2015-09-01,2,0,8,30,20,140
1821,360648,2015-10-01,5,3,9,31,17,178
1822,360648,2015-11-01,0,0,9,30,21,160
1823,360648,2015-12-01,0,0,8,31,23,169
1824,360648,2016-01-01,1,0,10,31,20,160
1825,360648,2016-02-01,5,1,8,29,16,122
1826,360648,2016-03-01,0,0,8,31,23,169
1827,360648,2016-04-01,1,0,9,30,20,253
1828,360648,2016-05-01,1,2,9,31,21,103
1829,360648,2016-06-01,2,0,8,30,20,103
1830,360648,2016-07-01,0,0,10,31,21,75
1831,360648,2016-08-01,0,0,8,31,23,85
1832,360648,2016-09-01,2,3,8,30,20,141
1833,360648,2016-10-01,5,3,10,31,16,150
1834,360648,2016-11-01,0,0,8,30,22,169
1835,360648,2016-12-01,0,0,9,31,22,216
1836,360648,2017-01-01,4,1,9,31,18,132
1837,360648,2017-02-01,2,1,8,28,18,132
1838,360648,2017-03-01,0,0,8,31,23,75
1839,360648,2017-04-01,2,0,10,30,18,122
1840,360648,2017-05-01,3,2,8,31,20,94
1841,360648,2017-06-01,0,0,8,30,22,103
1842,360648,2017-07-01,0,0,10,31,21,169
1843,360648,2017-08-01,0,0,8,31,23,169
1844,360648,2017-09-01,0,0,9,30,21,150
1845,360648,2017-10-01,5,3,9,31,17,160
1846,376193,2017-09-01,0,0,9,30,21,133
1847,376193,2017-10-01,5,3,9,31,17,90
1848,378356,2016-03-01,0,0,8,31,23,89
1849,378356,2016-04-01,1,0,9,30,20,282
1850,378356,2016-05-01,1,2,9,31,21,385
1851,378356,2016-06-01,2,0,8,30,20,289
1852,378356,2016-07-01,0,0,10,31,21,370
1853,378356,2016-08-01,0,0,8,31,23,422
1854,378356,2016-09-01,2,3,8,30,20,555
1855,378356,2016-10-01,5,3,10,31,16,614
1856,378356,2016-11-01,0,0,8,30,22,600
1857,378356,2016-12-01,0,0,9,31,22,807
1858,378356,2017-01-01,4,1,9,31,18,563
1859,378356,2017-02-01,2,1,8,28,18,370
1860,378356,2017-03-01,0,0,8,31,23,451
